Name,Counts,Gender,Arek,Kinga,Counts_2022
NENAD,48,male,Unknown,Unknown,0.0
OLE,48,male,Unknown,Unknown,0.0
RAMZES,48,male,Unknown,Unknown,0.0
SARGIS,48,male,Unknown,Unknown,0.0
SÁNDOR,48,male,Unknown,Unknown,0.0
SEBASTIÁN,48,male,Unknown,Unknown,0.0
SORIN,48,male,Unknown,Unknown,0.0
USMAN,48,male,Unknown,Unknown,0.0
VITALIJ,48,male,Unknown,Unknown,0.0
WESLEY,48,male,Unknown,Unknown,0.0
WINFRYD,48,male,Unknown,Unknown,0.0
ZDOBYSŁAW,48,male,Unknown,Unknown,0.0
ABDALLAH,47,male,Unknown,Unknown,0.0
ANATOLY,47,male,Unknown,Unknown,0.0
CIHAN,47,male,Unknown,Unknown,0.0
CLAUDE,47,male,Unknown,Unknown,0.0
DIDIER,47,male,Unknown,Unknown,0.0
DONATAN,47,male,Unknown,Unknown,0.0
FERHAT,47,male,Unknown,Unknown,0.0
GLIB,47,male,Unknown,Unknown,0.0
JESPER,47,male,Unknown,Unknown,0.0
JOCHEN,47,male,Unknown,Unknown,0.0
KAKHABER,47,male,Unknown,Unknown,0.0
MARKOS,47,male,Unknown,Unknown,0.0
MOSTAFA,47,male,Unknown,Unknown,0.0
ÖZGÜR,47,male,Unknown,Unknown,0.0
PANAJOTIS,47,male,Unknown,Unknown,0.0
PATRIC,47,male,Unknown,Unknown,0.0
RADOSZ,47,male,Unknown,Unknown,0.0
RAINHOLD,47,male,Unknown,Unknown,0.0
RENALD,47,male,Unknown,Unknown,0.0
SAMY,47,male,Unknown,Unknown,0.0
SHANE,47,male,Unknown,Unknown,0.0
SIMEON,47,male,Unknown,Unknown,0.0
SOFIAN,47,male,Unknown,Unknown,0.0
SOFIANE,47,male,Unknown,Unknown,0.0
TOLGA,47,male,Unknown,Unknown,0.0
VINH,47,male,Unknown,Unknown,0.0
WIRGINIUSZ,47,male,Unknown,Unknown,0.0
ANASTASIOS,46,male,Unknown,Unknown,0.0
EDOUARD,46,male,Unknown,Unknown,0.0
FARES,46,male,Unknown,Unknown,0.0
HARUN,46,male,Unknown,Unknown,0.0
JÓZSEF,46,male,Unknown,Unknown,0.0
KERIM,46,male,Unknown,Unknown,0.0
MILEN,46,male,Unknown,Unknown,0.0
MIRASLAU,46,male,Unknown,Unknown,0.0
OSAMA,46,male,Unknown,Unknown,0.0
OTMAR,46,male,Unknown,Unknown,0.0
PRADEEP,46,male,Unknown,Unknown,0.0
RUSSELL,46,male,Unknown,Unknown,0.0
SEDAT,46,male,Unknown,Unknown,0.0
SHIMON,46,male,Unknown,Unknown,0.0
THEODOROS,46,male,Unknown,Unknown,0.0
YOSYF,46,male,Unknown,Unknown,0.0
ANTONIUS,45,male,Unknown,Unknown,0.0
ARNE,45,male,Unknown,Unknown,0.0
ARTEMII,45,male,Unknown,Unknown,3.0
AVTANDIL,45,male,Unknown,Unknown,0.0
ERVIN,45,male,Unknown,Unknown,0.0
FOUAD,45,male,Unknown,Unknown,0.0
GENADI,45,male,Unknown,Unknown,0.0
HARUTYUN,45,male,Unknown,Unknown,0.0
JOE,45,male,Unknown,Unknown,0.0
KAKHA,45,male,Unknown,Unknown,0.0
KASJUSZ,45,male,Unknown,Unknown,0.0
KOLIN,45,male,Unknown,Unknown,0.0
MOSES,45,male,Unknown,Unknown,0.0
NADER,45,male,Unknown,Unknown,0.0
OTAR,45,male,Unknown,Unknown,0.0
PANKAJ,45,male,Unknown,Unknown,0.0
RAMAZ,45,male,Unknown,Unknown,0.0
RAMESH,45,male,Unknown,Unknown,0.0
RASHID,45,male,Unknown,Unknown,0.0
RECEP,45,male,Unknown,Unknown,0.0
RODOLFO,45,male,Unknown,Unknown,0.0
SANDER,45,male,Unknown,Unknown,0.0
STOYAN,45,male,Unknown,Unknown,0.0
STSIAPAN,45,male,Unknown,Unknown,0.0
TROJAN,45,male,Unknown,Unknown,0.0
UMBERTO,45,male,Unknown,Unknown,0.0
VLAD,45,male,Unknown,Unknown,0.0
ZACHEUSZ,45,male,Unknown,Unknown,0.0
ASHLEY,44,male,Unknown,Unknown,0.0
BAR,44,male,Unknown,Unknown,0.0
CANER,44,male,Unknown,Unknown,0.0
CASPIAN,44,male,Unknown,Unknown,2.0
CZAREK,44,male,Unknown,Unknown,0.0
DALIBOR,44,male,Unknown,Unknown,0.0
DANILA,44,male,Unknown,Unknown,2.0
DIOGO,44,male,Unknown,Unknown,0.0
ELWIS,44,male,Unknown,Unknown,0.0
FABRICE,44,male,Unknown,Unknown,0.0
FEDOR,44,male,Unknown,Unknown,0.0
FENG,44,male,Unknown,Unknown,0.0
GRYGORIY,44,male,Unknown,Unknown,0.0
HENNADIY,44,male,Unknown,Unknown,0.0
HUSEYIN,44,male,Unknown,Unknown,0.0
JÓZEFAT,44,male,Unknown,Unknown,0.0
KHVICHA,44,male,Unknown,Unknown,0.0
LEIF,44,male,Unknown,Unknown,0.0
LUAN,44,male,Unknown,Unknown,0.0
MIKAIL,44,male,Unknown,Unknown,0.0
NIGEL,44,male,Unknown,Unknown,0.0
RAJ,44,male,Unknown,Unknown,0.0
RASUL,44,male,Unknown,Unknown,0.0
SOLOMON,44,male,Unknown,Unknown,4.0
SURESH,44,male,Unknown,Unknown,0.0
SÜLEYMAN,44,male,Unknown,Unknown,0.0
ŚCIBOR,44,male,Unknown,Unknown,0.0
TREVOR,44,male,Unknown,Unknown,0.0
ALDO,43,male,Unknown,Unknown,0.0
ÁDÁM,43,male,Unknown,Unknown,0.0
BARRY,43,male,Unknown,Unknown,0.0
BENGT,43,male,Unknown,Unknown,0.0
CEDRIC,43,male,Unknown,Unknown,0.0
DEXTER,43,male,Unknown,Unknown,0.0
DRAGOMIR,43,male,Unknown,Unknown,0.0
ETIENNE,43,male,Unknown,Unknown,0.0
GEORGIY,43,male,Unknown,Unknown,0.0
GRIGORII,43,male,Unknown,Unknown,0.0
HUBERTUS,43,male,Unknown,Unknown,0.0
IONUT,43,male,Unknown,Unknown,0.0
IVAYLO,43,male,Unknown,Unknown,0.0
LEI,43,male,Unknown,Unknown,0.0
LUÍS,43,male,Unknown,Unknown,0.0
MAHER,43,male,Unknown,Unknown,0.0
MALCOLM,43,male,Unknown,Unknown,0.0
MARTINO,43,male,Unknown,Unknown,0.0
MATSVEI,43,male,Unknown,Unknown,0.0
RAZ,43,male,Unknown,Unknown,0.0
SACHIN,43,male,Unknown,Unknown,0.0
SAUL,43,male,Unknown,Unknown,0.0
SUNG,43,male,Unknown,Unknown,0.0
TOMISLAV,43,male,Unknown,Unknown,0.0
YEHONATAN,43,male,Unknown,Unknown,0.0
ADOLFO,42,male,Unknown,Unknown,0.0
ALVIN,42,male,Unknown,Unknown,0.0
ANAND,42,male,Unknown,Unknown,0.0
ANDRIUS,42,male,Unknown,Unknown,0.0
BENNO,42,male,Unknown,Unknown,0.0
BONAWENTURA,42,male,Unknown,Unknown,0.0
BRAHIM,42,male,Unknown,Unknown,0.0
DANEK,42,male,Unknown,Unknown,0.0
EVANGELOS,42,male,Unknown,Unknown,0.0
FIODAR,42,male,Unknown,Unknown,0.0
FRANCISCUS,42,male,Unknown,Unknown,0.0
GORDIAN,42,male,Unknown,Unknown,0.0
HABIB,42,male,Unknown,Unknown,0.0
ILIYA,42,male,Unknown,Unknown,0.0
JURAJ,42,male,Unknown,Unknown,0.0
KEN,42,male,Unknown,Unknown,0.0
MYKOŁA,42,male,Unknown,Unknown,0.0
NIKHIL,42,male,Unknown,Unknown,0.0
OLAV,42,male,Unknown,Unknown,0.0
OĞUZHAN,42,male,Unknown,Unknown,0.0
RAMZI,42,male,Unknown,Unknown,0.0
SAMEER,42,male,Unknown,Unknown,0.0
SZMUL,42,male,Unknown,Unknown,0.0
TENGIZ,42,male,Unknown,Unknown,0.0
XANDER,42,male,Unknown,Unknown,0.0
XAVER,42,male,Unknown,Unknown,0.0
YANNICK,42,male,Unknown,Unknown,0.0
ZACK,42,male,Unknown,Unknown,0.0
ZSOLT,42,male,Unknown,Unknown,0.0
ANAR,41,male,Unknown,Unknown,0.0
BATUHAN,41,male,Unknown,Unknown,0.0
BODO,41,male,Unknown,Unknown,0.0
CARMINE,41,male,Unknown,Unknown,0.0
CHANDRA,41,male,Unknown,Unknown,0.0
DIMITRIS,41,male,Unknown,Unknown,0.0
ENGIN,41,male,Unknown,Unknown,0.0
ERCAN,41,male,Unknown,Unknown,0.0
FILIPPOS,41,male,Unknown,Unknown,0.0
GAVIN,41,male,Unknown,Unknown,0.0
HADI,41,male,Unknown,Unknown,0.0
HARI,41,male,Unknown,Unknown,0.0
HENNING,41,male,Unknown,Unknown,0.0
ILIJA,41,male,Unknown,Unknown,2.0
ISMET,41,male,Unknown,Unknown,0.0
KSAVIER,41,male,Unknown,Unknown,2.0
MATTHÄUS,41,male,Unknown,Unknown,0.0
MENDEL,41,male,Unknown,Unknown,0.0
MYCHAJŁO,41,male,Unknown,Unknown,3.0
NATANEL,41,male,Unknown,Unknown,0.0
ROHAN,41,male,Unknown,Unknown,0.0
SACHA,41,male,Unknown,Unknown,0.0
SALI,41,male,Unknown,Unknown,0.0
SEVERIN,41,male,Unknown,Unknown,0.0
TAKASHI,41,male,Unknown,Unknown,0.0
VAHE,41,male,Unknown,Unknown,0.0
XIN,41,male,Unknown,Unknown,0.0
YEGOR,41,male,Unknown,Unknown,6.0
ABUBAKAR,40,male,Unknown,Unknown,0.0
ADITYA,40,male,Unknown,Unknown,0.0
AUGUSTO,40,male,Unknown,Unknown,0.0
DÁVID,40,male,Unknown,Unknown,0.0
ELVIN,40,male,Unknown,Unknown,0.0
EMAD,40,male,Unknown,Unknown,0.0
GERRIT,40,male,Unknown,Unknown,0.0
GIAN,40,male,Unknown,Unknown,0.0
GRANT,40,male,Unknown,Unknown,0.0
GREGORIO,40,male,Unknown,Unknown,0.0
HARY,40,male,Unknown,Unknown,0.0
ILIAN,40,male,Unknown,Unknown,2.0
IRFAN,40,male,Unknown,Unknown,0.0
JEREMIUSZ,40,male,Unknown,Unknown,0.0
MADDOX,40,male,Unknown,Unknown,0.0
MEHMED,40,male,Unknown,Unknown,0.0
NICKOLAS,40,male,Unknown,Unknown,0.0
RAKESH,40,male,Unknown,Unknown,0.0
RASHAD,40,male,Unknown,Unknown,0.0
REDA,40,male,Unknown,Unknown,0.0
RÜDIGER,40,male,Unknown,Unknown,0.0
SAAD,40,male,Unknown,Unknown,0.0
SIMION,40,male,Unknown,Unknown,0.0
TIMON,40,male,Unknown,Unknown,0.0
YOUNES,40,male,Unknown,Unknown,0.0
AKAKI,39,male,Unknown,Unknown,0.0
CORNEL,39,male,Unknown,Unknown,0.0
DINO,39,male,Unknown,Unknown,0.0
DUSZAN,39,male,Unknown,Unknown,0.0
DUY,39,male,Unknown,Unknown,0.0
ELCHIN,39,male,Unknown,Unknown,0.0
ERDEM,39,male,Unknown,Unknown,0.0
FREDRIK,39,male,Unknown,Unknown,0.0
GARIK,39,male,Unknown,Unknown,0.0
GIANFRANCO,39,male,Unknown,Unknown,0.0
GIDEON,39,male,Unknown,Unknown,0.0
HICHAM,39,male,Unknown,Unknown,0.0
HONORAT,39,male,Unknown,Unknown,0.0
JAN KANTY,39,male,Unknown,Unknown,0.0
JEGOR,39,male,Unknown,Unknown,6.0
JIN,39,male,Unknown,Unknown,0.0
JONG,39,male,Unknown,Unknown,0.0
KEREM,39,male,Unknown,Unknown,0.0
KRISTOFFER,39,male,Unknown,Unknown,0.0
LIVIU,39,male,Unknown,Unknown,0.0
NODAR,39,male,Unknown,Unknown,0.0
NUGZAR,39,male,Unknown,Unknown,0.0
OŁEKSANDR,39,male,Unknown,Unknown,0.0
ORKHAN,39,male,Unknown,Unknown,0.0
RAMIL,39,male,Unknown,Unknown,0.0
SERGIJ,39,male,Unknown,Unknown,0.0
SIEGMUND,39,male,Unknown,Unknown,0.0
SIEMOWIT,39,male,Unknown,Unknown,3.0
VAN HUNG,39,male,Unknown,Unknown,0.0
WLADYSLAW,39,male,Unknown,Unknown,2.0
YILMAZ,39,male,Unknown,Unknown,0.0
ABDEL,38,male,Unknown,Unknown,0.0
ABDULRAHMAN,38,male,Unknown,Unknown,0.0
AMIRAN,38,male,Unknown,Unknown,0.0
ANH TUAN,38,male,Unknown,Unknown,0.0
ASHOK,38,male,Unknown,Unknown,0.0
AZAMAT,38,male,Unknown,Unknown,0.0
BESLAN,38,male,Unknown,Unknown,0.0
CAMIL,38,male,Unknown,Unknown,0.0
CSABA,38,male,Unknown,Unknown,0.0
DANI,38,male,Unknown,Unknown,0.0
ECKHARD,38,male,Unknown,Unknown,0.0
ELIJAH,38,male,Unknown,Unknown,2.0
EMILE,38,male,Unknown,Unknown,0.0
GIENNADIJ,38,male,Unknown,Unknown,0.0
GUNTER,38,male,Unknown,Unknown,0.0
ISSAM,38,male,Unknown,Unknown,0.0
JAMIL,38,male,Unknown,Unknown,0.0
JAROSLAW,38,male,Unknown,Unknown,4.0
JEREMIAH,38,male,Unknown,Unknown,0.0
JŰRGEN,38,male,Unknown,Unknown,0.0
KAYETAN,38,male,Unknown,Unknown,0.0
LIANG,38,male,Unknown,Unknown,0.0
LUTZ,38,male,Unknown,Unknown,0.0
MATTI,38,male,Unknown,Unknown,0.0
PRAVEEN,38,male,Unknown,Unknown,0.0
PRZYBYSŁAW,38,male,Unknown,Unknown,0.0
RAJU,38,male,Unknown,Unknown,0.0
REUVEN,38,male,Unknown,Unknown,0.0
ROSS,38,male,Unknown,Unknown,0.0
RUPERT,38,male,Unknown,Unknown,0.0
VAKHTANG,38,male,Unknown,Unknown,0.0
VESELIN,38,male,Unknown,Unknown,0.0
XAVERY,38,male,Unknown,Unknown,0.0
YANIS,38,male,Unknown,Unknown,0.0
ZOHAR,38,male,Unknown,Unknown,0.0
ALEKSI,37,male,Unknown,Unknown,0.0
ANDREJS,37,male,Unknown,Unknown,0.0
BAYRAM,37,male,Unknown,Unknown,0.0
CALEB,37,male,Unknown,Unknown,0.0
CEMAL,37,male,Unknown,Unknown,0.0
DÁNIEL,37,male,Unknown,Unknown,0.0
ENVER,37,male,Unknown,Unknown,0.0
FRYC,37,male,Unknown,Unknown,0.0
GANG,37,male,Unknown,Unknown,0.0
GENNARO,37,male,Unknown,Unknown,0.0
GEORGIJ,37,male,Unknown,Unknown,0.0
HAKOB,37,male,Unknown,Unknown,0.0
HARRISON,37,male,Unknown,Unknown,0.0
IHNAT,37,male,Unknown,Unknown,0.0
IMAD,37,male,Unknown,Unknown,0.0
IVANE,37,male,Unknown,Unknown,0.0
IZAJASZ,37,male,Unknown,Unknown,0.0
KARAN,37,male,Unknown,Unknown,0.0
LEONHARD,37,male,Unknown,Unknown,0.0
LEVI,37,male,Unknown,Unknown,4.0
MATVIY,37,male,Unknown,Unknown,47.0
PATRIZIO,37,male,Unknown,Unknown,0.0
PENG,37,male,Unknown,Unknown,0.0
RICO,37,male,Unknown,Unknown,0.0
RIZVAN,37,male,Unknown,Unknown,0.0
ROSTISLAV,37,male,Unknown,Unknown,6.0
SERCAN,37,male,Unknown,Unknown,0.0
STAWROS,37,male,Unknown,Unknown,0.0
STEFANOS,37,male,Unknown,Unknown,0.0
THIBAULT,37,male,Unknown,Unknown,0.0
TOAN,37,male,Unknown,Unknown,0.0
WITALIUSZ,37,male,Unknown,Unknown,0.0
WLADIMIR,37,male,Unknown,Unknown,0.0
YASH,37,male,Unknown,Unknown,0.0
ALAA,36,male,Unknown,Unknown,0.0
ANTONIUSZ,36,male,Unknown,Unknown,2.0
BENITO,36,male,Unknown,Unknown,0.0
BESIK,36,male,Unknown,Unknown,0.0
EMERYK,36,male,Unknown,Unknown,0.0
GEORGIS,36,male,Unknown,Unknown,0.0
GERT,36,male,Unknown,Unknown,0.0
GURAM,36,male,Unknown,Unknown,0.0
HAMDI,36,male,Unknown,Unknown,0.0
HERNÁN,36,male,Unknown,Unknown,0.0
ILAY,36,male,Unknown,Unknown,0.0
ILDEFONS,36,male,Unknown,Unknown,0.0
INOCENTY,36,male,Unknown,Unknown,0.0
JÉRÔME,36,male,Unknown,Unknown,0.0
KIRAN,36,male,Unknown,Unknown,0.0
LI,36,male,Unknown,Unknown,0.0
LUBOSZ,36,male,Unknown,Unknown,0.0
LUDOVIC,36,male,Unknown,Unknown,0.0
MANFRYD,36,male,Unknown,Unknown,0.0
MARIOS,36,male,Unknown,Unknown,0.0
MERAB,36,male,Unknown,Unknown,0.0
NAVEEN,36,male,Unknown,Unknown,0.0
ODYS,36,male,Unknown,Unknown,0.0
PARTH,36,male,Unknown,Unknown,0.0
SONG,36,male,Unknown,Unknown,0.0
TAMER,36,male,Unknown,Unknown,0.0
ULUGBEK,36,male,Unknown,Unknown,0.0
VITOR,36,male,Unknown,Unknown,0.0
VIVEK,36,male,Unknown,Unknown,0.0
AKASH,35,male,Unknown,Unknown,0.0
ALIM,35,male,Unknown,Unknown,0.0
AMR,35,male,Unknown,Unknown,0.0
AYAN,35,male,Unknown,Unknown,0.0
BJORN,35,male,Unknown,Unknown,0.0
BÜLENT,35,male,Unknown,Unknown,0.0
EFRAIM,35,male,Unknown,Unknown,0.0
EROL,35,male,Unknown,Unknown,0.0
FARIS,35,male,Unknown,Unknown,0.0
FIRAT,35,male,Unknown,Unknown,0.0
HAMLET,35,male,Unknown,Unknown,0.0
HONORIUSZ,35,male,Unknown,Unknown,0.0
JACOBUS,35,male,Unknown,Unknown,0.0
JANKIEL,35,male,Unknown,Unknown,0.0
JOAN,35,male,Unknown,Unknown,0.0
JULIANO,35,male,Unknown,Unknown,0.0
KAZIMIR,35,male,Unknown,Unknown,0.0
PHUONG,35,male,Unknown,Unknown,0.0
RASIM,35,male,Unknown,Unknown,0.0
REVAZ,35,male,Unknown,Unknown,0.0
ROSARIO,35,male,Unknown,Unknown,0.0
SANG,35,male,Unknown,Unknown,0.0
SEVERYN,35,male,Unknown,Unknown,3.0
SHADI,35,male,Unknown,Unknown,0.0
SŁAWIAN,35,male,Unknown,Unknown,0.0
SUMAN,35,male,Unknown,Unknown,0.0
TRONG,35,male,Unknown,Unknown,0.0
TUAN ANH,35,male,Unknown,Unknown,0.0
TUNG,35,male,Unknown,Unknown,0.0
WOJSŁAW,35,male,Unknown,Unknown,0.0
YAREMA,35,male,Unknown,Unknown,6.0
ZAFER,35,male,Unknown,Unknown,0.0
ABDULLA,34,male,Unknown,Unknown,0.0
ADLAN,34,male,Unknown,Unknown,0.0
ALEKSEJ,34,male,Unknown,Unknown,0.0
BAHDAN,34,male,Unknown,Unknown,0.0
BERK,34,male,Unknown,Unknown,0.0
BERKAY,34,male,Unknown,Unknown,0.0
BINOD,34,male,Unknown,Unknown,0.0
BRANISLAV,34,male,Unknown,Unknown,0.0
CHASLAU,34,male,Unknown,Unknown,0.0
CONG,34,male,Unknown,Unknown,0.0
DENI,34,male,Unknown,Unknown,0.0
FATİH,34,male,Unknown,Unknown,0.0
FIRAS,34,male,Unknown,Unknown,0.0
FRANTS,34,male,Unknown,Unknown,0.0
FUAD,34,male,Unknown,Unknown,0.0
HENDRIKUS,34,male,Unknown,Unknown,0.0
HORACIO,34,male,Unknown,Unknown,0.0
JARED,34,male,Unknown,Unknown,0.0
JEROEN,34,male,Unknown,Unknown,0.0
KUMAR,34,male,Unknown,Unknown,0.0
LEVENT,34,male,Unknown,Unknown,0.0
METODY,34,male,Unknown,Unknown,0.0
MICHAËL,34,male,Unknown,Unknown,0.0
MORTEN,34,male,Unknown,Unknown,0.0
NARESH,34,male,Unknown,Unknown,0.0
QUAN,34,male,Unknown,Unknown,0.0
REMY,34,male,Unknown,Unknown,0.0
SALEH,34,male,Unknown,Unknown,0.0
SALWADOR,34,male,Unknown,Unknown,0.0
SHARON,34,male,Unknown,Unknown,0.0
İSMAİL,34,male,Unknown,Unknown,0.0
TARIQ,34,male,Unknown,Unknown,0.0
TORBEN,34,male,Unknown,Unknown,0.0
ULRYCH,34,male,Unknown,Unknown,0.0
VAHAN,34,male,Unknown,Unknown,0.0
WALEED,34,male,Unknown,Unknown,0.0
YAHYA,34,male,Unknown,Unknown,0.0
ZENOVIY,34,male,Unknown,Unknown,0.0
ADRIANUS,33,male,Unknown,Unknown,0.0
ALDON,33,male,Unknown,Unknown,0.0
ALEKSANDRS,33,male,Unknown,Unknown,0.0
ALEKSEY,33,male,Unknown,Unknown,2.0
ALWARO,33,male,Unknown,Unknown,0.0
ARBI,33,male,Unknown,Unknown,0.0
ARDA,33,male,Unknown,Unknown,0.0
BARUCH,33,male,Unknown,Unknown,0.0
BENNY,33,male,Unknown,Unknown,0.0
BERTRAM,33,male,Unknown,Unknown,0.0
CÉDRIC,33,male,Unknown,Unknown,0.0
DAJAN,33,male,Unknown,Unknown,4.0
EDMOND,33,male,Unknown,Unknown,0.0
ELMAR,33,male,Unknown,Unknown,0.0
FÁBIO,33,male,Unknown,Unknown,0.0
GEDEON,33,male,Unknown,Unknown,0.0
GIGA,33,male,Unknown,Unknown,0.0
GRIGORI,33,male,Unknown,Unknown,0.0
GRZESŁAW,33,male,Unknown,Unknown,0.0
HARIS,33,male,Unknown,Unknown,0.0
HUSSAIN,33,male,Unknown,Unknown,0.0
HÜSEYİN,33,male,Unknown,Unknown,0.0
KASPAR,33,male,Unknown,Unknown,0.0
LAZAR,33,male,Unknown,Unknown,0.0
LENNART,33,male,Unknown,Unknown,0.0
LIRAN,33,male,Unknown,Unknown,0.0
LUCIEN,33,male,Unknown,Unknown,0.0
MATS,33,male,Unknown,Unknown,0.0
MIN,33,male,Unknown,Unknown,0.0
NADIM,33,male,Unknown,Unknown,0.0
NATHANAEL,33,male,Unknown,Unknown,0.0
NIHAT,33,male,Unknown,Unknown,0.0
PANKRACY,33,male,Unknown,Unknown,0.0
PATRYCJAN,33,male,Unknown,Unknown,0.0
PAVLOS,33,male,Unknown,Unknown,0.0
PRINCE,33,male,Unknown,Unknown,0.0
RADOVAN,33,male,Unknown,Unknown,0.0
SERGO,33,male,Unknown,Unknown,0.0
STAN,33,male,Unknown,Unknown,0.0
SULEYMAN,33,male,Unknown,Unknown,0.0
TIMOFEI,33,male,Unknown,Unknown,3.0
TOMA,33,male,Unknown,Unknown,0.0
YOEL,33,male,Unknown,Unknown,0.0
YOUNG,33,male,Unknown,Unknown,0.0
ABDULAZIZ,32,male,Unknown,Unknown,0.0
ANGELOS,32,male,Unknown,Unknown,0.0
APOSTOLOS,32,male,Unknown,Unknown,0.0
ARIS,32,male,Unknown,Unknown,0.0
BALÁZS,32,male,Unknown,Unknown,0.0
CENGIZ,32,male,Unknown,Unknown,0.0
CHAO,32,male,Unknown,Unknown,0.0
CLÉMENT,32,male,Unknown,Unknown,0.0
ERSIN,32,male,Unknown,Unknown,0.0
EVGENIY,32,male,Unknown,Unknown,0.0
GARETH,32,male,Unknown,Unknown,0.0
GLENN,32,male,Unknown,Unknown,0.0
GOTTFRIED,32,male,Unknown,Unknown,0.0
GUNNAR,32,male,Unknown,Unknown,0.0
HA,32,male,Unknown,Unknown,0.0
HANI,32,male,Unknown,Unknown,0.0
JOAQUIM,32,male,Unknown,Unknown,0.0
JURI,32,male,Unknown,Unknown,0.0
KINGSLEY,32,male,Unknown,Unknown,0.0
MALEK,32,male,Unknown,Unknown,0.0
MARTINUS,32,male,Unknown,Unknown,0.0
MIRZA,32,male,Unknown,Unknown,0.0
NASER,32,male,Unknown,Unknown,0.0
NICOLAAS,32,male,Unknown,Unknown,0.0
OKTAY,32,male,Unknown,Unknown,0.0
ONDŘEJ,32,male,Unknown,Unknown,0.0
PATRICE,32,male,Unknown,Unknown,0.0
SABIN,32,male,Unknown,Unknown,0.0
SEMIH,32,male,Unknown,Unknown,0.0
STIWEN,32,male,Unknown,Unknown,0.0
TAMERLAN,32,male,Unknown,Unknown,2.0
TSIMUR,32,male,Unknown,Unknown,0.0
VEDAT,32,male,Unknown,Unknown,0.0
WILSON,32,male,Unknown,Unknown,0.0
YONATHAN,32,male,Unknown,Unknown,0.0
YOUCEF,32,male,Unknown,Unknown,0.0
ZIAD,32,male,Unknown,Unknown,0.0
ADRIAAN,31,male,Unknown,Unknown,0.0
ADRIÁN,31,male,Unknown,Unknown,0.0
ANTONIN,31,male,Unknown,Unknown,0.0
APOSTOLIS,31,male,Unknown,Unknown,0.0
ASAN,31,male,Unknown,Unknown,0.0
AYKUT,31,male,Unknown,Unknown,0.0
AZAD,31,male,Unknown,Unknown,0.0
BASSEM,31,male,Unknown,Unknown,0.0
BILEL,31,male,Unknown,Unknown,0.0
İBRAHİM,31,male,Unknown,Unknown,0.0
CESARE,31,male,Unknown,Unknown,0.0
CHI,31,male,Unknown,Unknown,0.0
CHRISTIAAN,31,male,Unknown,Unknown,0.0
CHRISTO,31,male,Unknown,Unknown,0.0
CORNELIUS,31,male,Unknown,Unknown,0.0
DAGOBERT,31,male,Unknown,Unknown,0.0
DENNY,31,male,Unknown,Unknown,0.0
EMMANOUIL,31,male,Unknown,Unknown,0.0
FRANKLIN,31,male,Unknown,Unknown,0.0
GOTARD,31,male,Unknown,Unknown,0.0
HAMED,31,male,Unknown,Unknown,0.0
HAREL,31,male,Unknown,Unknown,0.0
JEAN-PAUL,31,male,Unknown,Unknown,0.0
KARLOS,31,male,Unknown,Unknown,0.0
KÉVIN,31,male,Unknown,Unknown,0.0
KIERAN,31,male,Unknown,Unknown,0.0
LINH,31,male,Unknown,Unknown,0.0
LINUS,31,male,Unknown,Unknown,0.0
MAARTEN,31,male,Unknown,Unknown,0.0
MAJID,31,male,Unknown,Unknown,0.0
MAKSIMILIAN,31,male,Unknown,Unknown,0.0
NGUYEN,31,male,Unknown,Unknown,0.0
NICOLO,31,male,Unknown,Unknown,0.0
NIJAT,31,male,Unknown,Unknown,0.0
NITZAN,31,male,Unknown,Unknown,0.0
NOUREDDINE,31,male,Unknown,Unknown,0.0
OLEKSIJ,31,male,Unknown,Unknown,0.0
RADION,31,male,Unknown,Unknown,0.0
RAMY,31,male,Unknown,Unknown,0.0
RAUF,31,male,Unknown,Unknown,0.0
RÉMI,31,male,Unknown,Unknown,0.0
RINAT,31,male,Unknown,Unknown,5.0
SAMMY,31,male,Unknown,Unknown,0.0
SAŠA,31,male,Unknown,Unknown,0.0
SERAFIM,31,male,Unknown,Unknown,2.0
SHAUL,31,male,Unknown,Unknown,0.0
SHERIF,31,male,Unknown,Unknown,0.0
SINGH,31,male,Unknown,Unknown,0.0
SUNNY,31,male,Unknown,Unknown,0.0
ŚWIĘTOSŁAW,31,male,Unknown,Unknown,0.0
TOBY,31,male,Unknown,Unknown,0.0
TOMAŠ,31,male,Unknown,Unknown,0.0
TRUONG,31,male,Unknown,Unknown,0.0
VITOLD,31,male,Unknown,Unknown,0.0
VLADIMÍR,31,male,Unknown,Unknown,0.0
WASILIJ,31,male,Unknown,Unknown,0.0
WAYNE,31,male,Unknown,Unknown,0.0
WODZISŁAW,31,male,Unknown,Unknown,0.0
YUSUP,31,male,Unknown,Unknown,0.0
ŻELISŁAW,31,male,Unknown,Unknown,0.0
ANWAR,30,male,Unknown,Unknown,0.0
ARCHIL,30,male,Unknown,Unknown,0.0
ASIF,30,male,Unknown,Unknown,0.0
BAPTISTE,30,male,Unknown,Unknown,0.0
BARIS,30,male,Unknown,Unknown,0.0
BEKIR,30,male,Unknown,Unknown,0.0
BORISLAV,30,male,Unknown,Unknown,0.0
DANIJEL,30,male,Unknown,Unknown,0.0
DANY,30,male,Unknown,Unknown,0.0
DYMITRIOS,30,male,Unknown,Unknown,0.0
DŻASTIN,30,male,Unknown,Unknown,0.0
EVGENI,30,male,Unknown,Unknown,0.0
FÉLIX,30,male,Unknown,Unknown,0.0
FRANKIE,30,male,Unknown,Unknown,0.0
GENNADY,30,male,Unknown,Unknown,0.0
