Name,Counts,Gender,Arek,Kinga,Counts_2022
PIOTR,700289,male,Unknown,Unknown,1046.0
KRZYSZTOF,659470,male,Unknown,Unknown,703.0
ANDRZEJ,578355,male,Unknown,Unknown,75.0
TOMASZ,541293,male,Unknown,Unknown,490.0
JAN,516599,male,Unknown,Unknown,3246.0
PAWEŁ,512682,male,Unknown,Unknown,408.0
MICHAŁ,486736,male,Unknown,Unknown,1393.0
MARCIN,453552,male,Unknown,Unknown,171.0
STANISŁAW,414147,male,Unknown,Unknown,2174.0
JAKUB,399271,male,Unknown,Unknown,2751.0
ADAM,398735,male,Unknown,Unknown,1622.0
MAREK,397430,male,Unknown,Unknown,101.0
ŁUKASZ,385363,male,Unknown,Unknown,159.0
GRZEGORZ,384716,male,Unknown,Unknown,247.0
MATEUSZ,371835,male,Unknown,Unknown,634.0
WOJCIECH,328064,male,Unknown,Unknown,1829.0
MARIUSZ,293496,male,Unknown,Unknown,21.0
DARIUSZ,293205,male,Unknown,Unknown,38.0
ZBIGNIEW,289308,male,Unknown,Unknown,31.0
JERZY,273017,male,Unknown,Unknown,204.0
MACIEJ,266186,male,Unknown,Unknown,509.0
RAFAŁ,263844,male,Unknown,Unknown,141.0
ROBERT,263140,male,Unknown,Unknown,162.0
JÓZEF,251742,male,Unknown,Unknown,299.0
KAMIL,248920,male,Unknown,Unknown,298.0
JACEK,239516,male,Unknown,Unknown,67.0
TADEUSZ,234145,male,Unknown,Unknown,453.0
DAWID,231469,male,Unknown,Unknown,781.0
RYSZARD,231047,male,Unknown,Unknown,195.0
SZYMON,218992,male,Unknown,Unknown,2154.0
KACPER,211049,male,Unknown,Unknown,1692.0
JANUSZ,198174,male,Unknown,Unknown,10.0
BARTOSZ,197650,male,Unknown,Unknown,694.0
JAROSŁAW,196644,male,Unknown,Unknown,19.0
MIROSŁAW,192522,male,Unknown,Unknown,29.0
SŁAWOMIR,192413,male,Unknown,Unknown,12.0
HENRYK,191128,male,Unknown,Unknown,482.0
ARTUR,187882,male,Unknown,Unknown,436.0
SEBASTIAN,184270,male,Unknown,Unknown,230.0
DAMIAN,183396,male,Unknown,Unknown,154.0
PATRYK,177497,male,Unknown,Unknown,258.0
KAZIMIERZ,171883,male,Unknown,Unknown,349.0
PRZEMYSŁAW,166498,male,Unknown,Unknown,127.0
DANIEL,165356,male,Unknown,Unknown,359.0
KAROL,163179,male,Unknown,Unknown,614.0
ROMAN,159113,male,Unknown,Unknown,104.0
MARIAN,155407,male,Unknown,Unknown,13.0
WIESŁAW,153553,male,Unknown,Unknown,6.0
ANTONI,147920,male,Unknown,Unknown,3431.0
FILIP,147756,male,Unknown,Unknown,2105.0
ADRIAN,145826,male,Unknown,Unknown,261.0
ARKADIUSZ,135285,male,Unknown,Unknown,68.0
ALEKSANDER,129096,male,Unknown,Unknown,3039.0
DOMINIK,128381,male,Unknown,Unknown,633.0
BARTŁOMIEJ,123183,male,Unknown,Unknown,338.0
LESZEK,122620,male,Unknown,Unknown,24.0
FRANCISZEK,120771,male,Unknown,Unknown,2923.0
WALDEMAR,114926,male,Unknown,Unknown,10.0
MIKOŁAJ,113922,male,Unknown,Unknown,2165.0
ZDZISŁAW,110727,male,Unknown,Unknown,6.0
KRYSTIAN,110639,male,Unknown,Unknown,214.0
RADOSŁAW,103900,male,Unknown,Unknown,117.0
WIKTOR,103429,male,Unknown,Unknown,1407.0
BOGDAN,102611,male,Unknown,Unknown,73.0
EDWARD,97085,male,Unknown,Unknown,53.0
MIECZYSŁAW,93660,male,Unknown,Unknown,16.0
KONRAD,90698,male,Unknown,Unknown,116.0
WŁADYSŁAW,90553,male,Unknown,Unknown,75.0
HUBERT,84321,male,Unknown,Unknown,552.0
CZESŁAW,82138,male,Unknown,Unknown,23.0
IGOR,76382,male,Unknown,Unknown,1130.0
EUGENIUSZ,75083,male,Unknown,Unknown,3.0
OSKAR,67307,male,Unknown,Unknown,962.0
STEFAN,66192,male,Unknown,Unknown,251.0
BOGUSŁAW,64976,male,Unknown,Unknown,19.0
ZYGMUNT,63650,male,Unknown,Unknown,15.0
IRENEUSZ,63396,male,Unknown,Unknown,9.0
MARCEL,61052,male,Unknown,Unknown,1542.0
WITOLD,57917,male,Unknown,Unknown,287.0
MAKSYMILIAN,56685,male,Unknown,Unknown,1535.0
SYLWESTER,56191,male,Unknown,Unknown,20.0
MIŁOSZ,54671,male,Unknown,Unknown,1149.0
WŁODZIMIERZ,52884,male,Unknown,Unknown,6.0
ZENON,49554,male,Unknown,Unknown,4.0
ALAN,44642,male,Unknown,Unknown,562.0
OLIWIER,44037,male,Unknown,Unknown,1265.0
CEZARY,43894,male,Unknown,Unknown,425.0
NIKODEM,40734,male,Unknown,Unknown,2805.0
NORBERT,40147,male,Unknown,Unknown,46.0
LEON,38076,male,Unknown,Unknown,2499.0
GABRIEL,34652,male,Unknown,Unknown,886.0
JULIAN,34110,male,Unknown,Unknown,1002.0
BŁAŻEJ,32016,male,Unknown,Unknown,128.0
OLEKSANDR,29901,male,Unknown,Unknown,120.0
FABIAN,29140,male,Unknown,Unknown,529.0
BRONISŁAW,28361,male,Unknown,Unknown,11.0
IGNACY,27790,male,Unknown,Unknown,2003.0
EMIL,27559,male,Unknown,Unknown,208.0
ERYK,27508,male,Unknown,Unknown,266.0
WACŁAW,27190,male,Unknown,Unknown,0.0
TYMOTEUSZ,26913,male,Unknown,Unknown,1188.0
LECH,26503,male,Unknown,Unknown,3.0
BOLESŁAW,23960,male,Unknown,Unknown,23.0
TYMON,22445,male,Unknown,Unknown,1602.0
BERNARD,19887,male,Unknown,Unknown,18.0
EDMUND,19300,male,Unknown,Unknown,18.0
SERHII,18945,male,Unknown,Unknown,11.0
VOLODYMYR,18851,male,Unknown,Unknown,24.0
ANDRII,18692,male,Unknown,Unknown,25.0
REMIGIUSZ,18354,male,Unknown,Unknown,134.0
KSAWERY,17755,male,Unknown,Unknown,405.0
NATAN,17184,male,Unknown,Unknown,598.0
LUCJAN,16410,male,Unknown,Unknown,97.0
OLAF,15998,male,Unknown,Unknown,282.0
ROMUALD,15944,male,Unknown,Unknown,2.0
BORYS,15082,male,Unknown,Unknown,334.0
KAJETAN,14778,male,Unknown,Unknown,312.0
SZCZEPAN,14018,male,Unknown,Unknown,22.0
ALBERT,13689,male,Unknown,Unknown,100.0
SEWERYN,13575,male,Unknown,Unknown,56.0
GRACJAN,13502,male,Unknown,Unknown,78.0
ALFRED,13351,male,Unknown,Unknown,3.0
KUBA,13292,male,Unknown,Unknown,333.0
DMYTRO,13100,male,Unknown,Unknown,79.0
TOBIASZ,13096,male,Unknown,Unknown,174.0
IVAN,12753,male,Unknown,Unknown,59.0
LUDWIK,12185,male,Unknown,Unknown,87.0
JOACHIM,11663,male,Unknown,Unknown,22.0
MYKOLA,11628,male,Unknown,Unknown,11.0
LESŁAW,11371,male,Unknown,Unknown,6.0
BOGUMIŁ,11212,male,Unknown,Unknown,32.0
VASYL,11002,male,Unknown,Unknown,5.0
GERARD,10991,male,Unknown,Unknown,14.0
VITALII,10984,male,Unknown,Unknown,2.0
ERNEST,10833,male,Unknown,Unknown,61.0
MAKSYM,10676,male,Unknown,Unknown,198.0
IHOR,10628,male,Unknown,Unknown,10.0
BRUNO,10059,male,Unknown,Unknown,588.0
FELIKS,10058,male,Unknown,Unknown,180.0
KORNEL,9970,male,Unknown,Unknown,263.0
OLIVIER,9927,male,Unknown,Unknown,127.0
JĘDRZEJ,9551,male,Unknown,Unknown,72.0
YURII,9384,male,Unknown,Unknown,10.0
ALOJZY,9228,male,Unknown,Unknown,2.0
VIKTOR,9139,male,Unknown,Unknown,35.0
OLEH,8997,male,Unknown,Unknown,9.0
ALEXANDER,8935,male,Unknown,Unknown,91.0
ALEX,8500,male,Unknown,Unknown,139.0
MYKHAILO,8362,male,Unknown,Unknown,69.0
BOHDAN,8280,male,Unknown,Unknown,43.0
JULIUSZ,8024,male,Unknown,Unknown,115.0
LEONARD,8005,male,Unknown,Unknown,205.0
KLAUDIUSZ,7823,male,Unknown,Unknown,5.0
DAVID,7429,male,Unknown,Unknown,163.0
BENEDYKT,7166,male,Unknown,Unknown,17.0
ALEKS,6905,male,Unknown,Unknown,124.0
DORIAN,6775,male,Unknown,Unknown,76.0
RAJMUND,6737,male,Unknown,Unknown,0.0
TEODOR,6305,male,Unknown,Unknown,289.0
CYPRIAN,6176,male,Unknown,Unknown,48.0
MARTIN,6165,male,Unknown,Unknown,37.0
OLIVER,6094,male,Unknown,Unknown,56.0
OLEKSII,6083,male,Unknown,Unknown,20.0
VLADYSLAV,5978,male,Unknown,Unknown,46.0
RUDOLF,5921,male,Unknown,Unknown,0.0
NATANIEL,5902,male,Unknown,Unknown,132.0
KONSTANTY,5762,male,Unknown,Unknown,157.0
RUSLAN,5741,male,Unknown,Unknown,8.0
DENIS,5667,male,Unknown,Unknown,46.0
HIERONIM,5510,male,Unknown,Unknown,3.0
BRAJAN,5459,male,Unknown,Unknown,57.0
GUSTAW,5354,male,Unknown,Unknown,231.0
MICHAEL,5269,male,Unknown,Unknown,11.0
WINCENTY,5154,male,Unknown,Unknown,52.0
SAMUEL,5006,male,Unknown,Unknown,79.0
ZYGFRYD,4946,male,Unknown,Unknown,0.0
MARCELI,4931,male,Unknown,Unknown,32.0
PAVLO,4852,male,Unknown,Unknown,17.0
FLORIAN,4840,male,Unknown,Unknown,131.0
ERWIN,4730,male,Unknown,Unknown,11.0
MIESZKO,4666,male,Unknown,Unknown,204.0
KEVIN,4531,male,Unknown,Unknown,22.0
FRYDERYK,4528,male,Unknown,Unknown,63.0
ARIEL,4501,male,Unknown,Unknown,6.0
DENYS,4385,male,Unknown,Unknown,19.0
ANATOLII,4375,male,Unknown,Unknown,5.0
IWO,4349,male,Unknown,Unknown,101.0
VADYM,4312,male,Unknown,Unknown,13.0
MILAN,4302,male,Unknown,Unknown,309.0
ARTEM,4285,male,Unknown,Unknown,194.0
ALEKSY,4266,male,Unknown,Unknown,63.0
PETRO,4228,male,Unknown,Unknown,4.0
BENIAMIN,4071,male,Unknown,Unknown,89.0
ROLAND,4042,male,Unknown,Unknown,3.0
SERGIUSZ,4024,male,Unknown,Unknown,13.0
WALENTY,4005,male,Unknown,Unknown,0.0
YAROSLAV,4005,male,Unknown,Unknown,33.0
KORDIAN,3903,male,Unknown,Unknown,90.0
ADOLF,3699,male,Unknown,Unknown,0.0
OLEG,3688,male,Unknown,Unknown,13.0
AUGUSTYN,3588,male,Unknown,Unknown,5.0
YEVHEN,3569,male,Unknown,Unknown,8.0
AMADEUSZ,3546,male,Unknown,Unknown,20.0
TARAS,3529,male,Unknown,Unknown,8.0
ANTON,3519,male,Unknown,Unknown,15.0
BRUNON,3490,male,Unknown,Unknown,24.0
JEREMI,3482,male,Unknown,Unknown,120.0
OLGIERD,3468,male,Unknown,Unknown,45.0
LEOPOLD,3362,male,Unknown,Unknown,24.0
VALERII,3323,male,Unknown,Unknown,0.0
PATRICK,3290,male,Unknown,Unknown,3.0
ALIAKSANDR,3275,male,Unknown,Unknown,0.0
EMILIAN,3253,male,Unknown,Unknown,31.0
KEWIN,3181,male,Unknown,Unknown,13.0
MAXIMILIAN,3146,male,Unknown,Unknown,29.0
HERBERT,3065,male,Unknown,Unknown,2.0
SERGII,3063,male,Unknown,Unknown,0.0
ALFONS,3061,male,Unknown,Unknown,0.0
ALBIN,3056,male,Unknown,Unknown,0.0
ANDREI,3041,male,Unknown,Unknown,4.0
YEVHENII,3018,male,Unknown,Unknown,7.0
THOMAS,2943,male,Unknown,Unknown,5.0
ARNOLD,2928,male,Unknown,Unknown,4.0
OLIWER,2866,male,Unknown,Unknown,29.0
OSCAR,2859,male,Unknown,Unknown,15.0
WILHELM,2826,male,Unknown,Unknown,8.0
NICOLAS,2801,male,Unknown,Unknown,17.0
VICTOR,2641,male,Unknown,Unknown,15.0
VIACHESLAV,2638,male,Unknown,Unknown,3.0
STANISLAV,2622,male,Unknown,Unknown,13.0
ANATOL,2562,male,Unknown,Unknown,13.0
MAURYCY,2556,male,Unknown,Unknown,70.0
HELMUT,2529,male,Unknown,Unknown,0.0
WALTER,2433,male,Unknown,Unknown,0.0
GINTER,2432,male,Unknown,Unknown,0.0
OKTAWIAN,2381,male,Unknown,Unknown,27.0
MANFRED,2355,male,Unknown,Unknown,0.0
PETER,2353,male,Unknown,Unknown,0.0
EDWIN,2352,male,Unknown,Unknown,4.0
TEOFIL,2348,male,Unknown,Unknown,4.0
SIARHEI,2341,male,Unknown,Unknown,0.0
ANDRIY,2321,male,Unknown,Unknown,7.0
KOSTIANTYN,2301,male,Unknown,Unknown,11.0
EMANUEL,2290,male,Unknown,Unknown,10.0
KORNELIUSZ,2221,male,Unknown,Unknown,16.0
WERNER,2213,male,Unknown,Unknown,0.0
JEREMIASZ,2198,male,Unknown,Unknown,67.0
JONASZ,2135,male,Unknown,Unknown,19.0
WALERIAN,2119,male,Unknown,Unknown,0.0
STEPAN,2112,male,Unknown,Unknown,10.0
KRYSPIN,2107,male,Unknown,Unknown,5.0
JONATAN,2014,male,Unknown,Unknown,19.0
CHRISTIAN,1988,male,Unknown,Unknown,2.0
LECHOSŁAW,1975,male,Unknown,Unknown,0.0
KASPER,1965,male,Unknown,Unknown,0.0
NATHAN,1941,male,Unknown,Unknown,21.0
ZIEMOWIT,1919,male,Unknown,Unknown,20.0
VALENTYN,1914,male,Unknown,Unknown,2.0
DZMITRY,1870,male,Unknown,Unknown,0.0
XAVIER,1862,male,Unknown,Unknown,8.0
BENJAMIN,1836,male,Unknown,Unknown,24.0
NIKOLAS,1826,male,Unknown,Unknown,24.0
MARK,1823,male,Unknown,Unknown,248.0
LEO,1801,male,Unknown,Unknown,219.0
KLEMENS,1757,male,Unknown,Unknown,19.0
FERDYNAND,1742,male,Unknown,Unknown,2.0
JACOB,1738,male,Unknown,Unknown,3.0
PATRYCJUSZ,1727,male,Unknown,Unknown,0.0
TYTUS,1727,male,Unknown,Unknown,39.0
MIRON,1720,male,Unknown,Unknown,55.0
LONGIN,1709,male,Unknown,Unknown,0.0
NAZAR,1694,male,Unknown,Unknown,54.0
MAX,1689,male,Unknown,Unknown,38.0
ARON,1629,male,Unknown,Unknown,35.0
EDUARD,1627,male,Unknown,Unknown,0.0
IURII,1622,male,Unknown,Unknown,0.0
PAVEL,1622,male,Unknown,Unknown,6.0
KSAWIER,1612,male,Unknown,Unknown,15.0
PAUL,1607,male,Unknown,Unknown,3.0
HORST,1557,male,Unknown,Unknown,0.0
YURIY,1557,male,Unknown,Unknown,2.0
LEONID,1546,male,Unknown,Unknown,9.0
ILLIA,1542,male,Unknown,Unknown,36.0
WAWRZYNIEC,1534,male,Unknown,Unknown,3.0
HUGO,1513,male,Unknown,Unknown,68.0
JACENTY,1508,male,Unknown,Unknown,0.0
MATTHEW,1478,male,Unknown,Unknown,2.0
PHILIP,1471,male,Unknown,Unknown,2.0
ANDREAS,1430,male,Unknown,Unknown,0.0
CHRISTOPHER,1398,male,Unknown,Unknown,0.0
ELIASZ,1398,male,Unknown,Unknown,18.0
IZYDOR,1395,male,Unknown,Unknown,0.0
DIONIZY,1393,male,Unknown,Unknown,6.0
ŁUCJAN,1352,male,Unknown,Unknown,0.0
EWALD,1317,male,Unknown,Unknown,0.0
GERHARD,1293,male,Unknown,Unknown,0.0
ELIGIUSZ,1290,male,Unknown,Unknown,0.0
JOHN,1283,male,Unknown,Unknown,0.0
ANTHONY,1281,male,Unknown,Unknown,9.0
MARCO,1280,male,Unknown,Unknown,8.0
ROCH,1267,male,Unknown,Unknown,13.0
JAROMIR,1257,male,Unknown,Unknown,2.0
KASJAN,1251,male,Unknown,Unknown,15.0
MYKHAYLO,1242,male,Unknown,Unknown,3.0
SIMON,1212,male,Unknown,Unknown,3.0
MAKS,1209,male,Unknown,Unknown,62.0
RAFAEL,1194,male,Unknown,Unknown,9.0
BRIAN,1182,male,Unknown,Unknown,0.0
MOHAMED,1159,male,Unknown,Unknown,0.0
RADOMIR,1118,male,Unknown,Unknown,4.0
ROSTYSLAV,1118,male,Unknown,Unknown,13.0
BAZYLI,1106,male,Unknown,Unknown,3.0
NICHOLAS,1102,male,Unknown,Unknown,3.0
ZBYSŁAW,1100,male,Unknown,Unknown,0.0
JONATHAN,1083,male,Unknown,Unknown,5.0
VINCENT,1071,male,Unknown,Unknown,52.0
ALI,1067,male,Unknown,Unknown,7.0
WIT,1059,male,Unknown,Unknown,11.0
ULADZIMIR,1057,male,Unknown,Unknown,0.0
YURY,1057,male,Unknown,Unknown,0.0
SERHIY,1051,male,Unknown,Unknown,0.0
VITALIY,1051,male,Unknown,Unknown,3.0
VITALI,1038,male,Unknown,Unknown,0.0
KOSMA,1009,male,Unknown,Unknown,31.0
ANTONIO,1007,male,Unknown,Unknown,8.0
ROGER,1006,male,Unknown,Unknown,0.0
ALIAKSEI,1004,male,Unknown,Unknown,0.0
RICHARD,998,male,Unknown,Unknown,6.0
DENNIS,974,male,Unknown,Unknown,0.0
WILLIAM,958,male,Unknown,Unknown,13.0
BONIFACY,948,male,Unknown,Unknown,0.0
MARKUS,926,male,Unknown,Unknown,6.0
LUKAS,916,male,Unknown,Unknown,6.0
MAKSIM,912,male,Unknown,Unknown,32.0
DANYLO,905,male,Unknown,Unknown,58.0
JORDAN,889,male,Unknown,Unknown,4.0
ION,879,male,Unknown,Unknown,0.0
MYKYTA,877,male,Unknown,Unknown,18.0
NAZARII,877,male,Unknown,Unknown,6.0
VIKTAR,877,male,Unknown,Unknown,0.0
ERIC,876,male,Unknown,Unknown,4.0
AUGUST,874,male,Unknown,Unknown,10.0
KYRYLO,868,male,Unknown,Unknown,19.0
ZBYSZEK,868,male,Unknown,Unknown,0.0
HENNADII,861,male,Unknown,Unknown,0.0
OREST,861,male,Unknown,Unknown,17.0
LUCAS,860,male,Unknown,Unknown,10.0
MIKHAIL,858,male,Unknown,Unknown,8.0
PASCAL,852,male,Unknown,Unknown,5.0
CYRYL,844,male,Unknown,Unknown,5.0
VLADIMIR,838,male,Unknown,Unknown,0.0
YAUHENI,837,male,Unknown,Unknown,0.0
JAMES,836,male,Unknown,Unknown,7.0
AARON,835,male,Unknown,Unknown,9.0
ANDREW,832,male,Unknown,Unknown,0.0
FRANK,828,male,Unknown,Unknown,5.0
LEONARDO,823,male,Unknown,Unknown,26.0
MARIO,821,male,Unknown,Unknown,0.0
BRAYAN,820,male,Unknown,Unknown,5.0
KLAUS,815,male,Unknown,Unknown,0.0
BOGUSZ,808,male,Unknown,Unknown,2.0
DOMINIC,797,male,Unknown,Unknown,5.0
IHAR,790,male,Unknown,Unknown,0.0
WOLFGANG,790,male,Unknown,Unknown,0.0
ALEH,788,male,Unknown,Unknown,0.0
DIEGO,784,male,Unknown,Unknown,6.0
AHMED,771,male,Unknown,Unknown,0.0
ARTHUR,757,male,Unknown,Unknown,5.0
DONAT,756,male,Unknown,Unknown,0.0
ERIK,742,male,Unknown,Unknown,15.0
NIKITA,741,male,Unknown,Unknown,59.0
DYMITR,737,male,Unknown,Unknown,3.0
HERONIM,737,male,Unknown,Unknown,0.0
ALLAN,736,male,Unknown,Unknown,0.0
BRYAN,732,male,Unknown,Unknown,0.0
CARLOS,728,male,Unknown,Unknown,3.0
MATTEO,717,male,Unknown,Unknown,3.0
LUBOMIR,715,male,Unknown,Unknown,4.0
SERGIY,715,male,Unknown,Unknown,0.0
JOSEPH,710,male,Unknown,Unknown,2.0
KURT,704,male,Unknown,Unknown,0.0
HRYHORII,692,male,Unknown,Unknown,3.0
ALESSANDRO,689,male,Unknown,Unknown,2.0
IVO,686,male,Unknown,Unknown,13.0
BENON,684,male,Unknown,Unknown,0.0
ALEKSANDR,681,male,Unknown,Unknown,10.0
DIETER,680,male,Unknown,Unknown,0.0
NATHANIEL,676,male,Unknown,Unknown,5.0
FRANCESCO,675,male,Unknown,Unknown,2.0
LUCA,674,male,Unknown,Unknown,7.0
MIKALAI,673,male,Unknown,Unknown,0.0
AURELIUSZ,666,male,Unknown,Unknown,3.0
GIORGI,660,male,Unknown,Unknown,2.0
EUZEBIUSZ,652,male,Unknown,Unknown,0.0
JUAN,649,male,Unknown,Unknown,0.0
MYROSLAV,645,male,Unknown,Unknown,17.0
EDGAR,639,male,Unknown,Unknown,5.0
MANUEL,639,male,Unknown,Unknown,4.0
JOSE,637,male,Unknown,Unknown,0.0
VALERY,636,male,Unknown,Unknown,0.0
ALEXANDRE,635,male,Unknown,Unknown,3.0
MEHMET,624,male,Unknown,Unknown,2.0
MAXYMILIAN,623,male,Unknown,Unknown,13.0
AMIR,620,male,Unknown,Unknown,9.0
ZBYSZKO,620,male,Unknown,Unknown,2.0
HANS,618,male,Unknown,Unknown,0.0
JAKOB,618,male,Unknown,Unknown,5.0
JOSHUA,615,male,Unknown,Unknown,3.0
YEHOR,615,male,Unknown,Unknown,16.0
DANIIL,612,male,Unknown,Unknown,52.0
OMAR,612,male,Unknown,Unknown,3.0
RYAN,606,male,Unknown,Unknown,2.0
KARIM,603,male,Unknown,Unknown,4.0
MARKO,601,male,Unknown,Unknown,40.0
ROBERTO,592,male,Unknown,Unknown,0.0
ANATOLIY,589,male,Unknown,Unknown,0.0
GNIEWOMIR,588,male,Unknown,Unknown,26.0
LUIS,586,male,Unknown,Unknown,5.0
HILARY,579,male,Unknown,Unknown,0.0
CHRYSTIAN,573,male,Unknown,Unknown,0.0
JUSTIN,573,male,Unknown,Unknown,0.0
COLIN,569,male,Unknown,Unknown,10.0
HERMAN,568,male,Unknown,Unknown,3.0
IAN,562,male,Unknown,Unknown,5.0
LIUBOMYR,551,male,Unknown,Unknown,5.0
ANATOLI,549,male,Unknown,Unknown,0.0
JANUARY,548,male,Unknown,Unknown,0.0
IEVGEN,547,male,Unknown,Unknown,0.0
ARMIN,546,male,Unknown,Unknown,8.0
MATTHIAS,545,male,Unknown,Unknown,0.0
MAXIM,542,male,Unknown,Unknown,13.0
SVIATOSLAV,539,male,Unknown,Unknown,24.0
DZIANIS,536,male,Unknown,Unknown,0.0
NARCYZ,536,male,Unknown,Unknown,0.0
PHILIPP,536,male,Unknown,Unknown,3.0
IDZI,535,male,Unknown,Unknown,0.0
ZACHARIASZ,534,male,Unknown,Unknown,7.0
MIHAIL,532,male,Unknown,Unknown,0.0
RICARDO,532,male,Unknown,Unknown,0.0
RAJNOLD,531,male,Unknown,Unknown,0.0
TRISTAN,529,male,Unknown,Unknown,3.0
REINHOLD,527,male,Unknown,Unknown,0.0
ANDREA,525,male,Unknown,Unknown,0.0
MUSTAFA,522,male,Unknown,Unknown,0.0
BARTEK,518,male,Unknown,Unknown,19.0
ANGELO,515,male,Unknown,Unknown,2.0
FELIX,514,male,Unknown,Unknown,12.0
HARALD,514,male,Unknown,Unknown,0.0
KAI,513,male,Unknown,Unknown,9.0
ZENOBIUSZ,513,male,Unknown,Unknown,0.0
RONALD,506,male,Unknown,Unknown,0.0
MOHAMMAD,501,male,Unknown,Unknown,2.0
JUSTYN,495,male,Unknown,Unknown,2.0
NOAH,495,male,Unknown,Unknown,10.0
IAROSLAV,493,male,Unknown,Unknown,0.0
CRISTIAN,488,male,Unknown,Unknown,0.0
ULADZISLAU,488,male,Unknown,Unknown,0.0
WALERY,486,male,Unknown,Unknown,0.0
KRISTIAN,480,male,Unknown,Unknown,3.0
LIAM,478,male,Unknown,Unknown,51.0
MOHAMMED,474,male,Unknown,Unknown,0.0
SERGHEI,474,male,Unknown,Unknown,0.0
GIUSEPPE,472,male,Unknown,Unknown,0.0
PABLO,472,male,Unknown,Unknown,2.0
MUHAMMAD,469,male,Unknown,Unknown,8.0
GEORGE,466,male,Unknown,Unknown,6.0
YAN,465,male,Unknown,Unknown,12.0
CEZARIUSZ,462,male,Unknown,Unknown,0.0
RAMAN,462,male,Unknown,Unknown,0.0
VASILE,461,male,Unknown,Unknown,0.0
CASPER,459,male,Unknown,Unknown,0.0
MICHEL,459,male,Unknown,Unknown,0.0
IBRAHIM,458,male,Unknown,Unknown,0.0
IWAN,458,male,Unknown,Unknown,8.0
HENRY,454,male,Unknown,Unknown,8.0
ALEXANDRU,453,male,Unknown,Unknown,0.0
AXEL,453,male,Unknown,Unknown,8.0
APOLINARY,452,male,Unknown,Unknown,0.0
MICHAL,452,male,Unknown,Unknown,4.0
TOBIAS,452,male,Unknown,Unknown,4.0
RUBEN,451,male,Unknown,Unknown,5.0
ENGELBERT,450,male,Unknown,Unknown,0.0
ALEXANDR,448,male,Unknown,Unknown,3.0
TOM,447,male,Unknown,Unknown,0.0
JURAND,446,male,Unknown,Unknown,0.0
JUREK,446,male,Unknown,Unknown,0.0
GIOVANNI,444,male,Unknown,Unknown,0.0
JORGE,443,male,Unknown,Unknown,0.0
NICOLAE,442,male,Unknown,Unknown,0.0
CHRISTOPH,441,male,Unknown,Unknown,0.0
KRYSTYN,439,male,Unknown,Unknown,0.0
KARL,437,male,Unknown,Unknown,0.0
TYCJAN,437,male,Unknown,Unknown,4.0
JOEL,436,male,Unknown,Unknown,6.0
JOSEF,436,male,Unknown,Unknown,2.0
DYLAN,434,male,Unknown,Unknown,6.0
STEVEN,434,male,Unknown,Unknown,0.0
HEINZ,433,male,Unknown,Unknown,0.0
ALEJANDRO,431,male,Unknown,Unknown,0.0
MARCUS,429,male,Unknown,Unknown,7.0
MIGUEL,429,male,Unknown,Unknown,2.0
FABIO,428,male,Unknown,Unknown,0.0
VADZIM,428,male,Unknown,Unknown,0.0
ALBERTO,427,male,Unknown,Unknown,0.0
OTTO,427,male,Unknown,Unknown,2.0
PATRIK,426,male,Unknown,Unknown,0.0
DAVIDE,424,male,Unknown,Unknown,0.0
SERGIO,423,male,Unknown,Unknown,0.0
SERAFIN,422,male,Unknown,Unknown,3.0
ARSEN,420,male,Unknown,Unknown,34.0
DAVYD,420,male,Unknown,Unknown,52.0
EWARYST,420,male,Unknown,Unknown,0.0
GEORG,419,male,Unknown,Unknown,0.0
KASPIAN,419,male,Unknown,Unknown,17.0
MARC,417,male,Unknown,Unknown,0.0
DITER,416,male,Unknown,Unknown,0.0
SAMIR,415,male,Unknown,Unknown,0.0
WITALIS,415,male,Unknown,Unknown,2.0
FEDIR,413,male,Unknown,Unknown,0.0
VALERIY,413,male,Unknown,Unknown,0.0
WIACZESŁAW,413,male,Unknown,Unknown,0.0
SERGEY,411,male,Unknown,Unknown,0.0
GWIDON,410,male,Unknown,Unknown,0.0
WIEŃCZYSŁAW,409,male,Unknown,Unknown,0.0
JEAN,407,male,Unknown,Unknown,0.0
ZACHARY,407,male,Unknown,Unknown,26.0
SYLWERIUSZ,406,male,Unknown,Unknown,0.0
MIKE,405,male,Unknown,Unknown,2.0
GUY,402,male,Unknown,Unknown,0.0
LUDOMIR,402,male,Unknown,Unknown,0.0
EDUARDO,397,male,Unknown,Unknown,0.0
OLEKSIY,397,male,Unknown,Unknown,7.0
FERNANDO,396,male,Unknown,Unknown,0.0
OKTAWIUSZ,395,male,Unknown,Unknown,0.0
RAJNARD,391,male,Unknown,Unknown,0.0
RUFIN,391,male,Unknown,Unknown,0.0
TOMAS,388,male,Unknown,Unknown,2.0
DAN,384,male,Unknown,Unknown,0.0
REINHARD,384,male,Unknown,Unknown,0.0
JOHANNES,383,male,Unknown,Unknown,0.0
BORIS,382,male,Unknown,Unknown,0.0
ILYA,380,male,Unknown,Unknown,8.0
HIPOLIT,379,male,Unknown,Unknown,0.0
MICHELE,378,male,Unknown,Unknown,0.0
PEDRO,375,male,Unknown,Unknown,3.0
TIMOTHY,374,male,Unknown,Unknown,2.0
VADIM,373,male,Unknown,Unknown,2.0
PHILIPPE,368,male,Unknown,Unknown,0.0
JURIJ,367,male,Unknown,Unknown,3.0
NICO,366,male,Unknown,Unknown,3.0
